FECHA,DEM,TMAX,TMIN,FEST,ANNO,MES,DIA,DIASEM
01/01/2014,0.99445,15.7,6.2,1,2014,1,1,4
02/01/2014,1.11365,16.7,13.4,0,2014,1,2,5
03/01/2014,1.08008333333333,18.2,13.2,0,2014,1,3,6
04/01/2014,1.04355,16.1,9.7,0,2014,1,4,7
05/01/2014,0.99015,14.1,6.8,0,2014,1,5,1
06/01/2014,0.955266666666667,16.9,7.8,1,2014,1,6,2
07/01/2014,1.12138333333333,16.2,11.3,0,2014,1,7,3
08/01/2014,1.12958333333333,17.3,10.6,0,2014,1,8,4
09/01/2014,1.13571666666667,15.8,11.2,0,2014,1,9,5
10/01/2014,1.10563333333333,16.2,11.3,0,2014,1,10,6
11/01/2014,1.0191,15.9,11.9,0,2014,1,11,7
12/01/2014,0.96165,16.2,10.1,0,2014,1,12,1
13/01/2014,1.12875,15.1,8.2,0,2014,1,13,2
14/01/2014,1.13435,14.8,7.7,0,2014,1,14,3
15/01/2014,1.12768333333333,14.2,7.5,0,2014,1,15,4
16/01/2014,1.13955,15.7,11.9,0,2014,1,16,5
17/01/2014,0.968583333333333,15,12.2,0,2014,1,17,6
18/01/2014,1.02286666666667,16.1,11.2,0,2014,1,18,7
19/01/2014,0.976216666666667,14.9,8.5,0,2014,1,19,1
20/01/2014,1.21251666666667,10.4,7.2,0,2014,1,20,2
21/01/2014,1.18618333333333,13.2,7.3,0,2014,1,21,3
22/01/2014,1.23345,13.2,9.6,0,2014,1,22,4
23/01/2014,1.24616666666667,12,7.9,0,2014,1,23,5
24/01/2014,1.18393333333333,14.3,7.4,0,2014,1,24,6
25/01/2014,1.0967,13.7,9.5,0,2014,1,25,7
26/01/2014,0.98575,16.8,10.2,0,2014,1,26,1
27/01/2014,1.18095,14.6,6.4,0,2014,1,27,2
28/01/2014,1.19825,12.3,6.7,0,2014,1,28,3
29/01/2014,1.19855,14.8,9,0,2014,1,29,4
30/01/2014,1.23943333333333,11.2,5.5,0,2014,1,30,5
31/01/2014,1.1873,14.7,5.2,0,2014,1,31,6
01/02/2014,1.10926666666667,15,3.3,0,2014,2,1,7
02/02/2014,1.04606666666667,12.6,5.4,0,2014,2,2,1
03/02/2014,1.20406666666667,14.6,5.4,0,2014,2,3,2
04/02/2014,1.19905,13.4,7.2,0,2014,2,4,3
05/02/2014,1.22548333333333,15.9,8.1,0,2014,2,5,4
06/02/2014,1.16346666666667,16.3,6.1,0,2014,2,6,5
07/02/2014,1.13745,15.9,7,0,2014,2,7,6
