FECHA,DEM,TMAX,TMIN,FEST,ANNO,MES,DIA,DIASEM
01/01/2017,1666.40725,8.27610188523495,3.04227656890437,1,2017,1,1,1
02/01/2017,1778.074,2.8,-0.6,0,2017,1,2,2
03/01/2017,1888.42375,2.3,3.41924559421455,0,2017,1,3,3
04/01/2017,1917.975,6.6,0.1,0,2017,1,4,4
05/01/2017,1884.7265,7.1,3.79621461952473,0,2017,1,5,5
06/01/2017,1960.8595,5.1,3.98469913217982,0,2017,1,6,6
07/01/2017,1877.717,9.02863889237229,-3.8,0,2017,1,7,7
08/01/2017,1704.27525,8.2,1,0,2017,1,8,1
09/01/2017,1804.965,8.1,5.4,0,2017,1,9,2
10/01/2017,1799.27525,8,4.7,0,2017,1,10,3
11/01/2017,1754.95225,11.2,5.1,0,2017,1,11,4
12/01/2017,1724.45575,10,3.82143093241064,0,2017,1,12,5
13/01/2017,1781.3035,8.6,1.6,0,2017,1,13,6
14/01/2017,1700.666,5.1,1.7,0,2017,1,14,7
15/01/2017,1670.59375,4.9,1.1,0,2017,1,15,1
16/01/2017,1833.788,3.7,3.54002876247123,0,2017,1,16,2
17/01/2017,1959.42175,2.7,-2.3,0,2017,1,17,3
18/01/2017,2045.708,0.8,-3.5,0,2017,1,18,4
19/01/2017,2067.95925,0.6,-3.3,0,2017,1,19,5
20/01/2017,2045.362,1.4,-2.8,0,2017,1,20,6
21/01/2017,1897.15925,2.5,-4.8,0,2017,1,21,7
22/01/2017,1819.5305,5.4,-2.1,0,2017,1,22,1
23/01/2017,1960.0835,2.4,-1.7,0,2017,1,23,2
24/01/2017,2004.0275,2.9,-2.2,0,2017,1,24,3
25/01/2017,2034.2895,0.8,2.79490477154667,0,2017,1,25,4
26/01/2017,2021.70225,2.7,-4.9,0,2017,1,26,5
27/01/2017,1898.74725,8.04030641015608,-0.5,0,2017,1,27,6
28/01/2017,1627.2715,9.6,2.41589948125078,0,2017,1,28,7
29/01/2017,1549.11025,7.5,2.5,0,2017,1,29,1
30/01/2017,1677.09675,11.3,6.4,0,2017,1,30,2
31/01/2017,1608.98175,13.2,10.3,0,2017,1,31,3
01/02/2017,1577.97125,12.7,1.91055909418959,0,2017,2,1,4
02/02/2017,1567.72775,12.6,7.7,0,2017,2,2,5
03/02/2017,1579.47225,12.4,1.8823978118721,0,2017,2,3,6
04/02/2017,1484.7785,8.3,1.9805716263199,0,2017,2,4,7
05/02/2017,1453.02625,11.5,4.5,0,2017,2,5,1
06/02/2017,1662.48675,9,5.1,0,2017,2,6,2
07/02/2017,1651.673,11.4,5.3,0,2017,2,7,3
08/02/2017,1691.0665,8.9,2.3732668841111,0,2017,2,8,4
09/02/2017,1750.75275,6.8,2.4714406985589,0,2017,2,9,5
10/02/2017,1762.9365,4.7,2.5696145130067,0,2017,2,10,6
11/02/2017,1673.639,9.37153741618542,-0.3,0,2017,2,11,7
12/02/2017,1549.09475,9.47327723724246,0,0,2017,2,12,1
13/02/2017,1616.61725,10.2,3.2,0,2017,2,13,2
14/02/2017,1590.54575,12.9,4.1,0,2017,2,14,3
15/02/2017,1524.56225,16.9,6.7,0,2017,2,15,4
16/02/2017,1521.917,13.8,3.15865739969351,0,2017,2,16,5
17/02/2017,1521.21725,11.6,3.25683121414131,0,2017,2,17,6
18/02/2017,1407.502,11.8,2.7,0,2017,2,18,7
19/02/2017,1377.12375,12.4,1.9,0,2017,2,19,1
20/02/2017,1519.14275,10.2871958056988,8.2,0,2017,2,20,2
21/02/2017,1491.6105,10.3889356267558,10.3,0,2017,2,21,3
22/02/2017,1476.87775,12.4,5.3,0,2017,2,22,4
23/02/2017,1492.3535,12.7,3.84587410082811,0,2017,2,23,5
24/02/2017,1512.16675,10.7,3.94404791527591,0,2017,2,24,6
25/02/2017,1435.19325,11.9,1.2,0,2017,2,25,7
26/02/2017,1336.17225,12.7,6.1,0,2017,2,26,1
27/02/2017,1501.79125,12.4,4.23856935861931,0,2017,2,27,2
28/02/2017,1587.94675,9,4.5,0,2017,2,28,3
01/03/2017,1598.978,11.8,5.9,0,2017,3,1,4
02/03/2017,1518.3745,12.6,5.8,0,2017,3,2,5
03/03/2017,1473.7795,15.6,6.3,0,2017,3,3,6
04/03/2017,1365.47625,13.5,4.72943843085832,0,2017,3,4,7
05/03/2017,1369.70475,10.1,4.5,0,2017,3,5,1
06/03/2017,1554.22425,8.8,4,0,2017,3,6,2
07/03/2017,1587.737,10.4,6.1,0,2017,3,7,3
08/03/2017,1547.14125,13.9,5.9,0,2017,3,8,4
09/03/2017,1441.959,15,5.22030750309732,0,2017,3,9,5
10/03/2017,1390.76475,14.1,5.31848131754512,0,2017,3,10,6
11/03/2017,1235.99175,17.8,5.1,0,2017,3,11,7
12/03/2017,1187.6775,17.5,8,0,2017,3,12,1
13/03/2017,1362.40375,16.1,8.2,0,2017,3,13,2
14/03/2017,1398.19325,15.6,6.4,0,2017,3,14,3
15/03/2017,1376.1545,15.7,9.8,0,2017,3,15,4
16/03/2017,1343.516,20.4,8.2,0,2017,3,16,5
17/03/2017,1320.86075,16.9,8.1,0,2017,3,17,6
18/03/2017,1228.9085,15.4,7.2,0,2017,3,18,7
19/03/2017,1148.563,13.7,11.2,0,2017,3,19,1
20/03/2017,1327.22775,12.8,10.1,0,2017,3,20,2
21/03/2017,1378.7915,12,6.20888499817797,0,2017,3,21,3
22/03/2017,1432.732,13.7,4.7,0,2017,3,22,4
23/03/2017,1446.4345,14.1,6.3,0,2017,3,23,5
24/03/2017,1437.19875,14.2,7.8,0,2017,3,24,6
25/03/2017,1254.617,18.9,6.8,0,2017,3,25,7
26/03/2017,1111.118,18.6,7.8,0,2017,3,26,1
27/03/2017,1285.742,19.3,8.4,0,2017,3,27,2
28/03/2017,1279.24325,18.9,8.3,0,2017,3,28,3
29/03/2017,1259.99625,20.7,7.9,0,2017,3,29,4
30/03/2017,1220.7945,23.7,10,0,2017,3,30,5
31/03/2017,1191.702,20.4,6.71685244692356,0,2017,3,31,6
01/04/2017,1120.98,17.5,9.3,0,2017,4,1,7
02/04/2017,1099.41,18.7,9.2,0,2017,4,2,1
03/04/2017,1248.75225,20.2,8.4,0,2017,4,3,2
04/04/2017,1262.25275,17.5,10,0,2017,4,4,3
05/04/2017,1266.11525,15.8,8.1,0,2017,4,5,4
06/04/2017,1285.07375,15.2,6.8,0,2017,4,6,5
07/04/2017,1274.84925,19.3,6.6,0,2017,4,7,6
08/04/2017,1098.63525,21.9,8.6,0,2017,4,8,7
09/04/2017,1000.70225,26.5,9.5,0,2017,4,9,1
10/04/2017,1156.30775,22.6,7.22481989566915,0,2017,4,10,2
11/04/2017,1207.14375,17.3,7.1,0,2017,4,11,3
12/04/2017,1216.0095,19,7.5,0,2017,4,12,4
13/04/2017,1222.184,16.4,8.4,0,2017,4,13,5
14/04/2017,1201.555,17.2,10.4,1,2017,4,14,6
15/04/2017,1103.574,16.1,9.2,0,2017,4,15,7
16/04/2017,1041.9015,14.6,7.5,0,2017,4,16,1
17/04/2017,1073.114,14.9,7.58039710979107,1,2017,4,17,2
18/04/2017,1269.037,12.4,4.4,0,2017,4,18,3
19/04/2017,1334.5645,12.6,3.5,0,2017,4,19,4
20/04/2017,1364.66125,14.2,1.9,0,2017,4,20,5
21/04/2017,1328.19975,18.9,4.8,0,2017,4,21,6
22/04/2017,1156.86275,16.7,8.46252727709313,0,2017,4,22,7
23/04/2017,1074.03725,15.9,5.8,0,2017,4,23,1
24/04/2017,1231.43125,17.6,5.7,0,2017,4,24,2
25/04/2017,1284.929,15.7,5.5,0,2017,4,25,3
26/04/2017,1364.47575,10.4,3.7,0,2017,4,26,4
27/04/2017,1412.2255,11.9,3.2,0,2017,4,27,5
28/04/2017,1395.38275,14.8,5.6,0,2017,4,28,6
29/04/2017,1201.9135,19.1,6,0,2017,4,29,7
30/04/2017,1097.00775,19.9,7.6,0,2017,4,30,1
01/05/2017,1098.47425,16.3,7.4,1,2017,5,1,2
02/05/2017,1291.94375,17.7,7.7,0,2017,5,2,3
03/05/2017,1316.163,15.2,10.1476334737397,0,2017,5,3,4
04/05/2017,1300.509,17.5,8.4,0,2017,5,4,5
05/05/2017,1250.3015,18.8,8.6,0,2017,5,5,6
06/05/2017,1118.27925,18,11.5,0,2017,5,6,7
07/05/2017,1046.366,14.5,10.3,0,2017,5,7,1
08/05/2017,1085.21475,12.7,9.6,1,2017,5,8,2
09/05/2017,1223.33625,17.5,5.8,0,2017,5,9,3
10/05/2017,1216.29525,22.1,6.9,0,2017,5,10,4
11/05/2017,1203.882,21.5,13.4,0,2017,5,11,5
12/05/2017,1173.724,22.3,10.8,0,2017,5,12,6
13/05/2017,1034.93875,20.7,11.1,0,2017,5,13,7
14/05/2017,963.16575,20.5,11.4,0,2017,5,14,1
15/05/2017,1131.44275,24.9,11.2,0,2017,5,15,2
16/05/2017,1140.065,28.4,15.3,0,2017,5,16,3
17/05/2017,1136.75225,29.7,11.4248904755684,0,2017,5,17,4
18/05/2017,1145.36575,22.4,11.5161231185562,0,2017,5,18,5
19/05/2017,1135.019,17.4,11.607355761544,0,2017,5,19,6
20/05/2017,1022.579,19,7.1,0,2017,5,20,7
21/05/2017,951.547,22.8,9.6,0,2017,5,21,1
22/05/2017,1109.98675,26.5,12.1,0,2017,5,22,2
23/05/2017,1127.70075,24.9,14.5,0,2017,5,23,3
24/05/2017,1128.50575,25.4,15.6,0,2017,5,24,4
25/05/2017,972.9975,27.5,16,1,2017,5,25,5
26/05/2017,1021.06375,28.8,16.5,0,2017,5,26,6
27/05/2017,977.338,31.2,17.8,0,2017,5,27,7
28/05/2017,929.92975,22.51494832903,12.4284495484338,0,2017,5,28,1
29/05/2017,1119.02025,22.6079326085347,12.5196821914216,0,2017,5,29,2
30/05/2017,1144.2525,22.9,16.6,0,2017,5,30,3
31/05/2017,1146.64525,22.7939011675441,14.4,0,2017,5,31,4
01/06/2017,1154.485,28.3,15.6,0,2017,6,1,5
02/06/2017,1149.0355,28.1,18.8,0,2017,6,2,6
03/06/2017,1005.1265,21,12.9,0,2017,6,3,7
04/06/2017,904.7275,20.2,11,0,2017,6,4,1
05/06/2017,943.44275,24.3,12.4,1,2017,6,5,2
06/06/2017,1086.96075,20.7,13.2495433353237,0,2017,6,6,3
07/06/2017,1107.27425,20.5,10.5,0,2017,6,7,4
08/06/2017,1130.8965,28,12.1,0,2017,6,8,5
09/06/2017,1123.995,26.4,15.6,0,2017,6,9,6
10/06/2017,1008.617,28,15.2,0,2017,6,10,7
11/06/2017,950.1415,29.9,16.3,0,2017,6,11,1
12/06/2017,1127.469,25.8,14.1,0,2017,6,12,2
13/06/2017,1171.64475,24.7,12.9,0,2017,6,13,3
14/06/2017,1181.08975,30,16.7,0,2017,6,14,4
15/06/2017,1188.29575,28.9,14.0706371222136,0,2017,6,15,5
16/06/2017,1163.0235,25.5,14,0,2017,6,16,6
17/06/2017,1037.21125,28.2,15.4,0,2017,6,17,7
18/06/2017,977.465,30.5,19.3,0,2017,6,18,1
19/06/2017,1187.0785,34.4,18.9,0,2017,6,19,2
20/06/2017,1236.53425,34.6,21.2,0,2017,6,20,3
21/06/2017,1252.78975,36.9,23.4,0,2017,6,21,4
22/06/2017,1251.29075,35.1,14.709265623128,0,2017,6,22,5
23/06/2017,1201.00075,26.9,16.5,0,2017,6,23,6
24/06/2017,1048.8725,26,16.8,0,2017,6,24,7
25/06/2017,970.66125,27.5,18.6,0,2017,6,25,1
26/06/2017,1162.94125,25.2114924346659,17,0,2017,6,26,2
27/06/2017,1187.38825,26.7,19.6,0,2017,6,27,3
28/06/2017,1153.647,24.4,16.9,0,2017,6,28,4
29/06/2017,1130.6225,22.4,15.3478941240423,0,2017,6,29,5
30/06/2017,1118.325,20.4,14,0,2017,6,30,6
01/07/2017,995.22275,21.1,14.6,0,2017,7,1,7
02/07/2017,944.1025,23.5,13.5,0,2017,7,2,1
03/07/2017,1115.132,24.8,14.8,0,2017,7,3,2
04/07/2017,1158.81025,29.1,14.9,0,2017,7,4,3
05/07/2017,1179.6205,32.8,17.4,0,2017,7,5,4
06/07/2017,1199.78775,35.2,20.2,0,2017,7,6,5
07/07/2017,1201.78375,33.5,21.8,0,2017,7,7,6
08/07/2017,1060.261,31.7,19,0,2017,7,8,7
09/07/2017,976.69675,29.5,16.0234281752579,0,2017,7,9,1
10/07/2017,1133.8505,25.2,16.3,0,2017,7,10,2
11/07/2017,1151.6005,25,14.7,0,2017,7,11,3
12/07/2017,1169.62575,23.3,16.5,0,2017,7,12,4
13/07/2017,1160.53875,25.4,15.5,0,2017,7,13,5
14/07/2017,996.18075,23.2,15.1,1,2017,7,14,6
15/07/2017,990.77475,25.8,14.1,0,2017,7,15,7
16/07/2017,964.0885,29.2,18.8,0,2017,7,16,1
17/07/2017,1162.37025,30.1,17.9,0,2017,7,17,2
18/07/2017,1198.78225,33.9,19.5,0,2017,7,18,3
19/07/2017,1193.49075,31.7,23.1,0,2017,7,19,4
20/07/2017,1159.70075,25.5,16.701397727463,0,2017,7,20,5
21/07/2017,1143.56375,25.3,14.7,0,2017,7,21,6
22/07/2017,1010.892,24,16.7707005658623,0,2017,7,22,7
23/07/2017,937.7925,21.9,13.7,0,2017,7,23,1
24/07/2017,1099.50725,20.9,13.8,0,2017,7,24,2
25/07/2017,1124.42075,22,15.8,0,2017,7,25,3
26/07/2017,1125.5975,24.1,13,0,2017,7,26,4
27/07/2017,1125.56875,22.1,16.809046779584,0,2017,7,27,5
28/07/2017,1104.02725,23.3,16.1,0,2017,7,28,6
29/07/2017,990.29025,28.9,18.3,0,2017,7,29,7
30/07/2017,923.7645,26.8,16.832054507817,0,2017,7,30,1
31/07/2017,1064.7825,24.1,14.7,0,2017,7,31,2
01/08/2017,1092.6885,26.8,16.7,0,2017,8,1,3
02/08/2017,1096.5885,30.1,17.2,0,2017,8,2,4
03/08/2017,1098.71525,28.4,18.2,0,2017,8,3,5
04/08/2017,1087.44775,26.1,17.9,0,2017,8,4,6
05/08/2017,981.33075,24.1,15.6,0,2017,8,5,7
06/08/2017,906.05025,24.4,13.5,0,2017,8,6,1
07/08/2017,1017.065,27.5,13.8,0,2017,8,7,2
08/08/2017,1015.68525,24.2,16.5702581051978,0,2017,8,8,3
09/08/2017,1009.6055,19.7,13.6,0,2017,8,9,4
10/08/2017,1008.2615,20.3,12.6,0,2017,8,10,5
11/08/2017,1000.20525,21,14,0,2017,8,11,6
12/08/2017,916.02775,20.7,13.9,0,2017,8,12,7
13/08/2017,876.26925,23.9,12.9,0,2017,8,13,1
14/08/2017,964.03475,28.3,11.9,0,2017,8,14,2
15/08/2017,915.82975,26.8336619053368,17.6,1,2017,8,15,3
16/08/2017,1010.1695,26,15.7,0,2017,8,16,4
17/08/2017,1028.32,24.8,16.6,0,2017,8,17,5
18/08/2017,1033.937,23.1,15.9853113580048,0,2017,8,18,6
19/08/2017,933.67225,21.9,12.2,0,2017,8,19,7
