FECHA,DEM,TMAX,TMIN,FEST,ANNO,MES,DIA,DIASEM
01/01/2014,1.53303333333333,20,11.3,1,2014,1,1,4
02/01/2014,1.63438333333333,20.1,12.9,0,2014,1,2,5
03/01/2014,1.63968333333333,20.5,14.5,0,2014,1,3,6
04/01/2014,1.65375,21.5,16.7,0,2014,1,4,7
05/01/2014,1.60516666666667,20.5,15.9,0,2014,1,5,1
06/01/2014,1.51185,19.6,16.2,1,2014,1,6,2
07/01/2014,1.63358333333333,20.6,15.9,0,2014,1,7,3
08/01/2014,1.62221666666667,25.8,14.1,0,2014,1,8,4
09/01/2014,1.64006666666667,21.2,14.2,0,2014,1,9,5
10/01/2014,1.62055,19,12.9,0,2014,1,10,6
11/01/2014,1.59791666666667,20.1,11.7,0,2014,1,11,7
12/01/2014,1.52436666666667,20.4,12.2,0,2014,1,12,1
13/01/2014,1.58973333333333,20.9,15.4,0,2014,1,13,2
14/01/2014,1.5846,20.5,16.5,0,2014,1,14,3
15/01/2014,1.60831666666667,20.2,14.9,0,2014,1,15,4
16/01/2014,1.64746666666667,19,15.3,0,2014,1,16,5
17/01/2014,1.61733333333333,20.1,13.5,0,2014,1,17,6
18/01/2014,1.61306666666667,21.1,16.3,0,2014,1,18,7
19/01/2014,1.52731666666667,22.3,16.3,0,2014,1,19,1
20/01/2014,1.59096666666667,21.3,16.1,0,2014,1,20,2
21/01/2014,1.58915,20.4,16.5,0,2014,1,21,3
22/01/2014,1.61013333333333,22.2,16.6,0,2014,1,22,4
23/01/2014,1.60553333333333,20.8,16.6,0,2014,1,23,5
24/01/2014,1.587,20,16.8,0,2014,1,24,6
25/01/2014,1.6,20.6,16.9,0,2014,1,25,7
26/01/2014,1.54365,20.6,17.3,0,2014,1,26,1
27/01/2014,1.61308333333333,20.6,17.5,0,2014,1,27,2
28/01/2014,1.6357,20.8,15.9,0,2014,1,28,3
29/01/2014,1.61776666666667,21.9,14.8,0,2014,1,29,4
30/01/2014,1.5914,20.9,14.6,0,2014,1,30,5
31/01/2014,1.60523333333333,21.1,14.9,0,2014,1,31,6
01/02/2014,1.60778333333333,21.5,16.1,0,2014,2,1,7
02/02/2014,1.54633333333333,19.8,14.9,0,2014,2,2,1
03/02/2014,1.57373333333333,21.4,14.4,0,2014,2,3,2
04/02/2014,1.58408333333333,20.6,14.3,0,2014,2,4,3
05/02/2014,1.57558333333333,20.2,14.3,0,2014,2,5,4
06/02/2014,1.56873333333333,24.2,12.6,0,2014,2,6,5
