FECHA,DEM,TMAX,TMIN,FEST,ANNO,MES,DIA,DIASEM
10/05/2016,2.2456,21.7,12.9,0,2016,5,10,3
11/05/2016,2.22043333333333,21,13.5,0,2016,5,11,4
12/05/2016,2.22426666666667,22.1,15.9,0,2016,5,12,5
13/05/2016,2.27986666666667,21.3,15.5,0,2016,5,13,6
14/05/2016,2.23441666666667,23.7,15.5,0,2016,5,14,7
15/05/2016,2.12343333333333,22.6,13.5,0,2016,5,15,1
16/05/2016,2.29603333333333,22.4,11.3,0,2016,5,16,2
17/05/2016,2.32425,21.2,14.1,0,2016,5,17,3
18/05/2016,2.2953,23.2,13,0,2016,5,18,4
19/05/2016,2.33536666666667,24.8,14.9,0,2016,5,19,5
20/05/2016,2.37676666666667,22.5,14.2,0,2016,5,20,6
21/05/2016,2.30683333333333,22.7,12.3,0,2016,5,21,7
22/05/2016,2.22211666666667,22.1,14,0,2016,5,22,1
23/05/2016,2.34231666666667,21.7,16,0,2016,5,23,2
24/05/2016,2.37878333333333,22.5,14.6,0,2016,5,24,3
25/05/2016,2.4488,23.2,15.1,0,2016,5,25,4
26/05/2016,2.48945,24.6,16,0,2016,5,26,5
27/05/2016,2.51446666666667,22.6,15.7,0,2016,5,27,6
28/05/2016,2.50181666666667,25.2,19.4,0,2016,5,28,7
29/05/2016,2.35923333333333,24.6,18.2,0,2016,5,29,1
30/05/2016,2.50811666666667,26.6,15.5,0,2016,5,30,2
31/05/2016,2.52171666666667,25.1,14.2,0,2016,5,31,3
01/06/2016,2.51885,24.5,13.9,0,2016,6,1,4
02/06/2016,2.55365,25.8,14,0,2016,6,2,5
03/06/2016,2.61461666666667,24.2,15.9,0,2016,6,3,6
04/06/2016,2.56275,25.3,16.2,0,2016,6,4,7
05/06/2016,2.45973333333333,25.9,15,0,2016,6,5,1
06/06/2016,2.66196666666667,26.7,16.2,0,2016,6,6,2
07/06/2016,2.72136666666667,26.6,18.2,0,2016,6,7,3
08/06/2016,2.76991666666667,29,16.7,0,2016,6,8,4
09/06/2016,2.83085,28.7,17.5,0,2016,6,9,5
10/06/2016,2.91738333333333,27.6,21.4,0,2016,6,10,6
11/06/2016,2.86126666666667,26.7,19.6,0,2016,6,11,7
12/06/2016,2.6877,26.5,17.7,0,2016,6,12,1
13/06/2016,2.97733333333333,31.2,22,0,2016,6,13,2
14/06/2016,2.94348333333333,29,21,0,2016,6,14,3
15/06/2016,3.02346666666667,27.8,21,0,2016,6,15,4
16/06/2016,2.84145,26.8,20.2,0,2016,6,16,5
17/06/2016,2.83831666666667,26.9,17.2,0,2016,6,17,6
18/06/2016,2.7193,25.4,16.1,0,2016,6,18,7
19/06/2016,2.51658333333333,25.8,13.7,0,2016,6,19,1
20/06/2016,2.74266666666667,25.1,15.8,0,2016,6,20,2
21/06/2016,2.76428333333333,26.9,14.9,0,2016,6,21,3
22/06/2016,2.83551666666667,NaN,NaN,0,2016,6,22,4
23/06/2016,2.9312,27.5,19.5,0,2016,6,23,5
24/06/2016,2.97791666666667,28.2,17.2,0,2016,6,24,6
25/06/2016,2.96836666666667,28,19.5,0,2016,6,25,7
26/06/2016,2.84721666666667,26.5,22.4,0,2016,6,26,1
27/06/2016,2.99686666666667,26.9,20.5,0,2016,6,27,2
28/06/2016,2.99516666666667,27,19.2,0,2016,6,28,3
29/06/2016,3.05255,27.8,20.2,0,2016,6,29,4
30/06/2016,3.08476666666667,28.9,18.5,0,2016,6,30,5
01/07/2016,3.20386666666667,29.8,20.4,0,2016,7,1,6
02/07/2016,3.15431666666667,28.9,19.4,0,2016,7,2,7
03/07/2016,3.02378333333333,28.3,22.2,0,2016,7,3,1
04/07/2016,3.20133333333333,28,22.2,0,2016,7,4,2
05/07/2016,3.28086666666667,32.1,21.7,0,2016,7,5,3
06/07/2016,3.3239,28.9,20.7,0,2016,7,6,4
