FECHA,DEM,TMAX,TMIN,FEST,ANNO,MES,DIA,DIASEM
01/01/2014,117.443818,14.3,12,1,2014,1,1,4
02/01/2014,142.370737,15.3,13.8,0,2014,1,2,5
03/01/2014,144.419722,16.3,14.5,0,2014,1,3,6
04/01/2014,133.949884,15.1,12.2,0,2014,1,4,7
05/01/2014,127.760238,14.9,9.3,0,2014,1,5,1
06/01/2014,150.865311,17.6,13.9,0,2014,1,6,2
07/01/2014,153.454981,16.4,14.6,0,2014,1,7,3
08/01/2014,152.827063,15.4,12,0,2014,1,8,4
09/01/2014,150.110933,16,11.4,0,2014,1,9,5
10/01/2014,149.450035,16.5,11.8,0,2014,1,10,6
11/01/2014,134.226026,16,8.8,0,2014,1,11,7
12/01/2014,130.794757,15.1,9,0,2014,1,12,1
13/01/2014,152.203319,15.6,8.9,0,2014,1,13,2
14/01/2014,155.768423,16.3,9.3,0,2014,1,14,3
15/01/2014,156.558315,16.4,11.4,0,2014,1,15,4
16/01/2014,156.0675,14,9.2,0,2014,1,16,5
17/01/2014,159.376724,15.1,8.4,0,2014,1,17,6
18/01/2014,140.321595,11.5,7.3,0,2014,1,18,7
19/01/2014,132.227864,14.1,8.7,0,2014,1,19,1
20/01/2014,154.633945,13.7,8.4,0,2014,1,20,2
21/01/2014,161.909284,16.2,9.9,0,2014,1,21,3
22/01/2014,157.440753,14.4,10.9,0,2014,1,22,4
23/01/2014,156.466605,15.4,9.4,0,2014,1,23,5
24/01/2014,157.281533,15.3,9.7,0,2014,1,24,6
25/01/2014,140.223188,15.6,10.8,0,2014,1,25,7
26/01/2014,131.162325,15.1,10.8,0,2014,1,26,1
27/01/2014,152.837339,15,10.6,0,2014,1,27,2
28/01/2014,159.688961,15.5,9.5,0,2014,1,28,3
29/01/2014,158.117713,13.8,7.7,0,2014,1,29,4
30/01/2014,159.696046,13.6,8.1,0,2014,1,30,5
31/01/2014,157.929258,14,9.5,0,2014,1,31,6
01/02/2014,140.648239,16,11.3,0,2014,2,1,7
02/02/2014,132.440854,14.9,7.4,0,2014,2,2,1
03/02/2014,156.927744,14.7,8.7,0,2014,2,3,2
04/02/2014,163.221938,14.9,9.1,0,2014,2,4,3
05/02/2014,159.568481,14.5,11,0,2014,2,5,4
06/02/2014,160.394247,15.5,11.8,0,2014,2,6,5
07/02/2014,157.931869,15.7,8.3,0,2014,2,7,6
08/02/2014,140.418602,15.9,11,0,2014,2,8,7
09/02/2014,133.494982,14,9,0,2014,2,9,1
10/02/2014,153.412408,15.7,6.5,0,2014,2,10,2
11/02/2014,161.788112,14.1,7.3,0,2014,2,11,3
12/02/2014,161.94984,14.3,10.5,0,2014,2,12,4
13/02/2014,157.114515,15.2,13.9,0,2014,2,13,5
14/02/2014,157.014935,17,14.2,0,2014,2,14,6
15/02/2014,136.964778,17.5,9,0,2014,2,15,7
16/02/2014,128.393905,14.3,6.9,0,2014,2,16,1
17/02/2014,155.841543,14.1,7,0,2014,2,17,2
18/02/2014,155.261852,11.6,7.9,0,2014,2,18,3
19/02/2014,153.776423,15.5,8.7,0,2014,2,19,4
20/02/2014,156.264804,16.4,10.7,0,2014,2,20,5
21/02/2014,152.974438,15.4,8.4,0,2014,2,21,6
22/02/2014,136.188328,14.3,8.1,0,2014,2,22,7
