FECHA,DEM,TMAX,TMIN,FEST,ANNO,MES,DIA,DIASEM
01/01/2014,99.868462,14.3,12,1,2014,1,1,4
02/01/2014,123.97679,15.3,13.8,0,2014,1,2,5
03/01/2014,125.572852,16.3,14.5,0,2014,1,3,6
04/01/2014,107.836511,15.1,12.2,0,2014,1,4,7
05/01/2014,101.662015,14.9,9.3,0,2014,1,5,1
06/01/2014,128.973265,17.6,13.9,0,2014,1,6,2
07/01/2014,128.49108,16.4,14.6,0,2014,1,7,3
08/01/2014,128.052314,15.4,12,0,2014,1,8,4
09/01/2014,128.448601,16,11.4,0,2014,1,9,5
10/01/2014,131.14786,16.5,11.8,0,2014,1,10,6
11/01/2014,106.505208,16,8.8,0,2014,1,11,7
12/01/2014,101.178796,15.1,9,0,2014,1,12,1
13/01/2014,130.872276,15.6,8.9,0,2014,1,13,2
14/01/2014,132.074092,16.3,9.3,0,2014,1,14,3
15/01/2014,130.483317,16.4,11.4,0,2014,1,15,4
16/01/2014,130.649633,14,9.2,0,2014,1,16,5
17/01/2014,136.090473,15.1,8.4,0,2014,1,17,6
18/01/2014,114.860126,11.5,7.3,0,2014,1,18,7
19/01/2014,107.008769,14.1,8.7,0,2014,1,19,1
20/01/2014,138.199543,13.7,8.4,0,2014,1,20,2
21/01/2014,140.843046,16.2,9.9,0,2014,1,21,3
22/01/2014,141.152735,14.4,10.9,0,2014,1,22,4
23/01/2014,140.577981,15.4,9.4,0,2014,1,23,5
24/01/2014,140.40208,15.3,9.7,0,2014,1,24,6
25/01/2014,114.867679,15.6,10.8,0,2014,1,25,7
26/01/2014,106.010146,15.1,10.8,0,2014,1,26,1
27/01/2014,135.254566,15,10.6,0,2014,1,27,2
28/01/2014,139.898142,15.5,9.5,0,2014,1,28,3
29/01/2014,140.485812,13.8,7.7,0,2014,1,29,4
30/01/2014,143.822243,13.6,8.1,0,2014,1,30,5
31/01/2014,137.025988,14,9.5,0,2014,1,31,6
01/02/2014,116.591266,16,11.3,0,2014,2,1,7
02/02/2014,110.728253,14.9,7.4,0,2014,2,2,1
03/02/2014,139.390339,14.7,8.7,0,2014,2,3,2
04/02/2014,140.715483,14.9,9.1,0,2014,2,4,3
05/02/2014,143.348702,14.5,11,0,2014,2,5,4
06/02/2014,140.001082,15.5,11.8,0,2014,2,6,5
07/02/2014,137.757039,15.7,8.3,0,2014,2,7,6
08/02/2014,112.005011,15.9,11,0,2014,2,8,7
09/02/2014,105.629131,14,9,0,2014,2,9,1
10/02/2014,137.755842,15.7,6.5,0,2014,2,10,2
11/02/2014,139.70747,14.1,7.3,0,2014,2,11,3
12/02/2014,141.532757,14.3,10.5,0,2014,2,12,4
13/02/2014,137.570377,15.2,13.9,0,2014,2,13,5
14/02/2014,137.242178,17,14.2,0,2014,2,14,6
15/02/2014,114.809742,17.5,9,0,2014,2,15,7
16/02/2014,107.653483,14.3,6.9,0,2014,2,16,1
17/02/2014,140.82264,14.1,7,0,2014,2,17,2
18/02/2014,145.203323,11.6,7.9,0,2014,2,18,3
19/02/2014,142.000925,15.5,8.7,0,2014,2,19,4
20/02/2014,140.399759,16.4,10.7,0,2014,2,20,5
21/02/2014,140.592489,15.4,8.4,0,2014,2,21,6
22/02/2014,116.203949,14.3,8.1,0,2014,2,22,7
23/02/2014,105.865301,15.8,6.9,0,2014,2,23,1
24/02/2014,140.162663,16.3,8.2,0,2014,2,24,2
25/02/2014,142.882533,14.8,10.1,0,2014,2,25,3
26/02/2014,141.528385,16.7,9.2,0,2014,2,26,4
27/02/2014,141.942851,17,10.4,0,2014,2,27,5
28/02/2014,144.868999,16.1,10.5,0,2014,2,28,6
01/03/2014,118.677975,17.3,12.2,0,2014,3,1,7
02/03/2014,105.165678,15.1,12.8,0,2014,3,2,1
03/03/2014,127.016147,16,10.9,0,2014,3,3,2
04/03/2014,126.273449,15.9,9.7,1,2014,3,4,3
05/03/2014,135.400338,15.8,11.6,0,2014,3,5,4
06/03/2014,140.893264,17.2,9.1,0,2014,3,6,5
07/03/2014,134.027753,18.9,9.1,0,2014,3,7,6
08/03/2014,111.068776,21,11.9,0,2014,3,8,7
09/03/2014,100.990785,20.6,13.1,0,2014,3,9,1
10/03/2014,129.40785,17.9,10.4,0,2014,3,10,2
11/03/2014,131.110941,20,11.8,0,2014,3,11,3
12/03/2014,133.84952,21.4,11.2,0,2014,3,12,4
13/03/2014,133.005113,20,10.8,0,2014,3,13,5
14/03/2014,130.306412,20,10.6,0,2014,3,14,6
15/03/2014,99.774086,19,10.3,0,2014,3,15,7
16/03/2014,88.865166,21,12.1,0,2014,3,16,1
17/03/2014,117.384112,22,10.2,0,2014,3,17,2
18/03/2014,120.878208,21.4,11.3,0,2014,3,18,3
19/03/2014,116.770601,18,9.9,0,2014,3,19,4
20/03/2014,114.773109,18.6,10.9,0,2014,3,20,5
21/03/2014,115.14148,18.2,10.5,0,2014,3,21,6
22/03/2014,92.039273,15.7,10.5,0,2014,3,22,7
23/03/2014,82.78551,16.5,9.5,0,2014,3,23,1
24/03/2014,110.714688,15.4,9.1,0,2014,3,24,2
25/03/2014,116.942494,15.2,9.7,0,2014,3,25,3
26/03/2014,118.204584,16.5,9.6,0,2014,3,26,4
27/03/2014,118.188859,15.5,9,0,2014,3,27,5
28/03/2014,115.445311,15.2,7.9,0,2014,3,28,6
29/03/2014,88.902623,14.1,7.7,0,2014,3,29,7
30/03/2014,77.561324,15.4,9.1,0,2014,3,30,1
31/03/2014,110.744066,15.6,12,0,2014,3,31,2
01/04/2014,116.433639,15.6,11.8,0,2014,4,1,3
02/04/2014,116.830305,14,10.3,0,2014,4,2,4
03/04/2014,115.257135,17.2,9.6,0,2014,4,3,5
04/04/2014,113.252658,15.8,10.3,0,2014,4,4,6
05/04/2014,86.940907,15.2,13.4,0,2014,4,5,7
06/04/2014,76.674296,17,12.5,0,2014,4,6,1
07/04/2014,103.984583,20,12.1,0,2014,4,7,2
08/04/2014,109.028373,23.3,13.6,0,2014,4,8,3
09/04/2014,106.875447,25.2,15.8,0,2014,4,9,4
10/04/2014,107.798809,23,13.9,0,2014,4,10,5
11/04/2014,104.827135,20.8,12.8,0,2014,4,11,6
12/04/2014,84.560684,19.2,12.4,0,2014,4,12,7
13/04/2014,73.167136,19.5,12,0,2014,4,13,1
14/04/2014,104.886639,21.1,12.6,0,2014,4,14,2
15/04/2014,107.814629,21.2,14.9,0,2014,4,15,3
16/04/2014,109.768329,22.3,15.4,0,2014,4,16,4
17/04/2014,104.816829,22.1,14.2,0,2014,4,17,5
18/04/2014,85.297522,24.4,13.7,1,2014,4,18,6
19/04/2014,79.409348,19.7,13.4,0,2014,4,19,7
20/04/2014,69.791781,19.9,13,1,2014,4,20,1
21/04/2014,97.505269,17.5,12.8,0,2014,4,21,2
22/04/2014,111.009075,19.8,12.2,0,2014,4,22,3
23/04/2014,119.054876,20.5,12.1,0,2014,4,23,4
24/04/2014,117.107992,18.9,11.4,0,2014,4,24,5
25/04/2014,95.508493,18.2,10.6,1,2014,4,25,6
26/04/2014,92.31168,18.6,13.9,0,2014,4,26,7
27/04/2014,91.572782,18.8,12.2,0,2014,4,27,1
28/04/2014,124.92714,21.1,12.8,0,2014,4,28,2
29/04/2014,130.286894,20.5,12.6,0,2014,4,29,3
30/04/2014,125.727691,22.4,14.9,0,2014,4,30,4
01/05/2014,105.50245,24.7,14.5,1,2014,5,1,5
02/05/2014,115.774135,22.9,14.8,0,2014,5,2,6
03/05/2014,103.291832,28.2,19.5,0,2014,5,3,7
04/05/2014,93.446948,27,18,0,2014,5,4,1
05/05/2014,125.327322,28.4,14.8,0,2014,5,5,2
06/05/2014,128.344025,27,13.6,0,2014,5,6,3
07/05/2014,127.154079,25.4,15.1,0,2014,5,7,4
08/05/2014,126.963758,23.7,14.1,0,2014,5,8,5
09/05/2014,122.711818,23.6,15.4,0,2014,5,9,6
10/05/2014,103.30034,24,15.2,0,2014,5,10,7
11/05/2014,91.946402,24.2,15.3,0,2014,5,11,1
12/05/2014,122.821713,24.1,14,0,2014,5,12,2
13/05/2014,125.447569,24.9,13.8,0,2014,5,13,3
14/05/2014,120.463248,26,18.2,0,2014,5,14,4
15/05/2014,119.279112,29.1,17.5,0,2014,5,15,5
16/05/2014,118.109498,28.7,20.4,0,2014,5,16,6
17/05/2014,97.105227,25.6,19.2,0,2014,5,17,7
18/05/2014,89.013873,26.3,15.2,0,2014,5,18,1
19/05/2014,122.598772,23.2,14.2,0,2014,5,19,2
20/05/2014,127.050964,19.7,10.6,0,2014,5,20,3
21/05/2014,128.838858,18.5,11,0,2014,5,21,4
22/05/2014,127.621441,18.6,10.6,0,2014,5,22,5
23/05/2014,124.557497,20.4,13.5,0,2014,5,23,6
24/05/2014,107.966859,19,11.5,0,2014,5,24,7
25/05/2014,98.280526,18.7,11.3,0,2014,5,25,1
26/05/2014,127.715869,19,11.2,0,2014,5,26,2
27/05/2014,126.667174,19.5,12.3,0,2014,5,27,3
28/05/2014,122.50015,21.2,14.5,0,2014,5,28,4
29/05/2014,122.596085,20.4,15.6,0,2014,5,29,5
30/05/2014,119.439315,21.6,14.7,0,2014,5,30,6
31/05/2014,98.955852,22,14.5,0,2014,5,31,7
01/06/2014,91.192826,24.1,17,0,2014,6,1,1
02/06/2014,122.241541,26.4,15.5,0,2014,6,2,2
03/06/2014,124.535317,25.6,14.7,0,2014,6,3,3
04/06/2014,126.122888,21.3,14.6,0,2014,6,4,4
05/06/2014,125.320099,21.5,12.9,0,2014,6,5,5
06/06/2014,126.562484,22,16.4,0,2014,6,6,6
07/06/2014,105.86214,20.6,14.9,0,2014,6,7,7
08/06/2014,96.416534,22,16,0,2014,6,8,1
09/06/2014,112.887695,21.7,15.3,0,2014,6,9,2
10/06/2014,101.805621,22.7,15.7,1,2014,6,10,3
11/06/2014,124.328722,23,15.2,0,2014,6,11,4
12/06/2014,124.892372,29.1,19.9,0,2014,6,12,5
13/06/2014,120.886772,32.5,22.9,0,2014,6,13,6
14/06/2014,98.180498,33.4,21.8,0,2014,6,14,7
15/06/2014,88.250078,35,22,0,2014,6,15,1
16/06/2014,116.004856,33.1,24,0,2014,6,16,2
17/06/2014,121.931498,29.7,16.9,0,2014,6,17,3
18/06/2014,124.212933,22.9,18.4,0,2014,6,18,4
19/06/2014,124.21595,23,15.8,0,2014,6,19,5
20/06/2014,120.550995,24,16.4,0,2014,6,20,6
21/06/2014,100.551128,24,17.9,0,2014,6,21,7
22/06/2014,90.141279,23.6,17.2,0,2014,6,22,1
23/06/2014,112.89275,21.3,15.3,0,2014,6,23,2
24/06/2014,106.627623,21,16.2,1,2014,6,24,3
25/06/2014,113.328943,23.2,17.8,0,2014,6,25,4
26/06/2014,114.817086,24.4,17,0,2014,6,26,5
27/06/2014,110.496861,24.7,16.4,0,2014,6,27,6
28/06/2014,95.5115,25.5,16.4,0,2014,6,28,7
29/06/2014,85.368204,24.5,16,0,2014,6,29,1
30/06/2014,118.575008,23.6,15.6,0,2014,6,30,2
01/07/2014,116.938136,24.6,17.5,0,2014,7,1,3
02/07/2014,116.897357,23.4,16.7,0,2014,7,2,4
03/07/2014,121.545358,23.4,18.1,0,2014,7,3,5
04/07/2014,120.799266,27.2,17.8,0,2014,7,4,6
05/07/2014,98.273277,25.1,16.8,0,2014,7,5,7
06/07/2014,89.819499,25.1,18.2,0,2014,7,6,1
07/07/2014,121.245145,22.9,15.9,0,2014,7,7,2
